market_slug,market_id,asset_id,outcome_name,price,size,side,timestamp
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.36,138.67,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.37,245488.22,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.38,123046.62,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.39,9773.2,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.4,28598.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.41,9400.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.42,60.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.43,1300.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.44,22844.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.45,10.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.7,200.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.75,5000.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.98,250.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.65,137355.96,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.66,148914.2,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.67,84848.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.68,38851.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.69,9045.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.7,80.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.71,50.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.72,28764.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.75,5000.0,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,96111207991697153937305170411655322709565978080946815214876408990237374894857,Cubs,0.99,39.06,SELL,1751413831246
mlb-cle-chc-2025-07-01,557550,83443582211669028962185753453629733122458056229903585635443114554088707521863,Guardians,0.36,138.67,SELL,1751413843811
