market_slug,market_id,asset_id,outcome_name,executed_at_timestamp,game_start_timestamp
mlb-cin-bos-2025-07-01,557546,78669977980594813496612989114347471187833102061195510580079683114614489180974,Reds,1751412641562,
mlb-cin-bos-2025-07-01,557546,9622309581562481733087877702370897480816427026741379520547919405348030767693,Red Sox,1751412641562,
mlb-cin-bos-2025-07-01,557546,78669977980594813496612989114347471187833102061195510580079683114614489180974,Reds,1751412751515,
mlb-cin-bos-2025-07-01,557546,9622309581562481733087877702370897480816427026741379520547919405348030767693,Red Sox,1751412751515,
mlb-cin-bos-2025-07-01,557546,78669977980594813496612989114347471187833102061195510580079683114614489180974,Reds,1751412801193,
mlb-cin-bos-2025-07-01,557546,9622309581562481733087877702370897480816427026741379520547919405348030767693,Red Sox,1751412801193,
mlb-cin-bos-2025-07-01,557546,78669977980594813496612989114347471187833102061195510580079683114614489180974,Reds,1751412822007,
mlb-cin-bos-2025-07-01,557546,9622309581562481733087877702370897480816427026741379520547919405348030767693,Red Sox,1751412822007,
mlb-cin-bos-2025-07-01,557546,78669977980594813496612989114347471187833102061195510580079683114614489180974,Reds,1751412960039,
mlb-cin-bos-2025-07-01,557546,9622309581562481733087877702370897480816427026741379520547919405348030767693,Red Sox,1751412960039,
mlb-cin-bos-2025-07-01,557546,78669977980594813496612989114347471187833102061195510580079683114614489180974,Reds,1751414549481,
mlb-cin-bos-2025-07-01,557546,9622309581562481733087877702370897480816427026741379520547919405348030767693,Red Sox,1751414549481,
mlb-cin-bos-2025-07-01,557546,78669977980594813496612989114347471187833102061195510580079683114614489180974,Reds,1751418579338,
mlb-cin-bos-2025-07-01,557546,9622309581562481733087877702370897480816427026741379520547919405348030767693,Red Sox,1751418579338,
