market_slug,market_id,asset_id,outcome_name,executed_at_timestamp,game_start_timestamp
mlb-stl-pit-2025-07-01,557543,87802528360992334803786513949882398758773779468712009266325076029897840364709,Cardinals,1751412641567,
mlb-stl-pit-2025-07-01,557543,111731551004919226873485359209135823613019154991035623914477937630410343262514,Pirates,1751412641567,
mlb-stl-pit-2025-07-01,557543,87802528360992334803786513949882398758773779468712009266325076029897840364709,Cardinals,1751412751519,
mlb-stl-pit-2025-07-01,557543,111731551004919226873485359209135823613019154991035623914477937630410343262514,Pirates,1751412751519,
mlb-stl-pit-2025-07-01,557543,87802528360992334803786513949882398758773779468712009266325076029897840364709,Cardinals,1751412801190,
mlb-stl-pit-2025-07-01,557543,111731551004919226873485359209135823613019154991035623914477937630410343262514,Pirates,1751412801190,
mlb-stl-pit-2025-07-01,557543,87802528360992334803786513949882398758773779468712009266325076029897840364709,Cardinals,1751412821999,
mlb-stl-pit-2025-07-01,557543,111731551004919226873485359209135823613019154991035623914477937630410343262514,Pirates,1751412821999,
mlb-stl-pit-2025-07-01,557543,87802528360992334803786513949882398758773779468712009266325076029897840364709,Cardinals,1751412960062,
mlb-stl-pit-2025-07-01,557543,111731551004919226873485359209135823613019154991035623914477937630410343262514,Pirates,1751412960062,
mlb-stl-pit-2025-07-01,557543,87802528360992334803786513949882398758773779468712009266325076029897840364709,Cardinals,1751414549482,
mlb-stl-pit-2025-07-01,557543,111731551004919226873485359209135823613019154991035623914477937630410343262514,Pirates,1751414549482,
mlb-stl-pit-2025-07-01,557543,87802528360992334803786513949882398758773779468712009266325076029897840364709,Cardinals,1751418579338,
mlb-stl-pit-2025-07-01,557543,111731551004919226873485359209135823613019154991035623914477937630410343262514,Pirates,1751418579338,
