asset_id,event_type,hash,market,price,side,size,timestamp
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.99,ask,1500,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.98,ask,1500,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.97,ask,350,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.96,ask,250,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.95,ask,150,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.94,ask,100,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.46,ask,13775,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.39,ask,23928,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.38,ask,150,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.37,ask,6283.5,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.36,ask,15140.29,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.35,ask,385,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.33,ask,1400,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.32,ask,2066.72,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.01,bid,1500,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.02,bid,1500,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.03,bid,350,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.04,bid,150,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.18,bid,22903,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.21,bid,519,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.22,bid,50,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.25,bid,30200,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.27,bid,24221.9,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.28,bid,1500,1750212212579
10703298184509502202740464237528733764769030979577941510093170241051283757018,book,eb8ab9029ddb954961c2b49a1ab65335420217d9,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.29,bid,1507,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.99,ask,1500,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.98,ask,1500,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.97,ask,350,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.96,ask,150,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.82,ask,22903,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.79,ask,519,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.78,ask,50,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.75,ask,30200,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.73,ask,24221.9,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.72,ask,1500,1750212212579
65424058794767895775830801365721355173229025146188154529118420773977113607634,book,bc749a24f1e7fedc645d54e3705e3d2e80573865,0x87bf623313e9b3d8f5dca836159c5f2c5c7378aeb58f1dd93a95f2b7d2bf2aa7,0.71,ask,1507,1750212212579
